movie_name,language,year_of_release,maturity_rating,total_running_time_minutes,imdb_ratings
Keno Kichhu Katha Bolo Na,Bengali,2009,NR,130,0
Mission: Impossible - Rogue Nation,English,2015,13+,131,7.4
Uncle Frank,English,2020,18+,94,7.3
Jaan Tere Naam,Hindi,1992,All,131,6
Pondatti Thevai,Tamil,1990,NR,148,4.5
London Has Fallen,English,2016,18+,94,5.9
Alajadi,Telugu,1990,NR,133,0
Born To Race,Gujarati,2012,16+,98,6
Chakradhaar,Hindi,2012,NR,123,4.2
Asati,Bengali,1974,NR,133,6.8
Gamer,Hindi,2009,18+,94,5.8
Tera Jadoo Chal Gayaa,Hindi,2000,NR,143,0
Underworld Evolution,Telugu,2006,18+,106,6.7
Tarkeeb,Hindi,1984,NR,136,4.6
Varumayin Niran Sivappu,Tamil,1980,All,138,8.1
Dulhe Raja,Hindi,1998,All,143,6.6
Till Theke Tal,Bengali,1985,NR,113,6.6
Yen Peyar Anandhan,Tamil,2020,All,95,7.1
Listen Amaya,Hindi,2013,NR,108,0
Shabd,Hindi,2005,18+,145,5.1
Saaz,Hindi,1997,All,148,6.6
Ratchet & Clank,English,2016,7+,90,5.6
Bhoot,Hindi,2003,18+,110,6.5
Bal Ganesh 2 (Gujarati),Gujarati,2009,All,73,6.8
Diary of a Butterfly,Hindi,2012,18+,93,3.6
Pariyerum Perumal BA.BL,Tamil,2018,16+,152,8.7
Dear Comrade (Hindi),Hindi,2020,13+,151,7.3
Berlin Syndrome,English,2017,18+,113,6.3
Rangula Puli,Telugu,1983,NR,130,0
Shagird,Hindi,2011,18+,134,7
Hosamane Aliya,Kannada,1991,NR,117,6.6
Mission GoldFish,Hindi,2019,13+,117,4.5
Aanchal,Hindi,1980,All,138,6.5
Panaah,Hindi,1992,13+,154,6.6
Samrat & Co,Hindi,2014,13+,123,6.2
Mayer Dibbi,Bengali,2017,13+,127,0
Bhookailas,Telugu,None,All,153,7.1
Family Album,Bengali,2015,NR,110,6.3
Charlie's Angels (2000),English,2000,18+,98,5.5
Holly Slept Over,Tamil,2020,16+,87,5.5
Tum Ho Yaara,Hindi,2014,NR,135,3.9
Deadline - Sirf 24 Ghante,Hindi,2006,13+,97,6.3
Parwana,Hindi,2003,All,109,2.2
Ek Baar Kaho,Hindi,1980,All,133,7.1
REDLINE,Telugu,2007,16+,92,0
Banjarin,Hindi,None,NR,129,0
Titli,Hindi,2015,18+,111,7.6
Ayogya,Tamil,2019,13+,148,6.1
Black Stallion,Malayalam,2010,NR,123,0
Main Hi Raja Main Hi Mantri,Hindi,2017,13+,152,5.8
Heera aur lutere ( In Hindi ),Hindi,2019,All,99,4.7
Onthara Bannagalu : Twist of Love,Kannada,2018,All,112,6.5
Shaun the Sheep,English,2015,7+,85,7.3
Simply Irresistible,English,1999,13+,95,5.3
Awaaz,Hindi,1984,13+,150,6.2
Katha Sangama,Kannada,2019,13+,154,7.5
Raja Vaaru Raani Gaaru,Telugu,2019,13+,130,7.5
Action (Telugu),Telugu,2019,13+,155,5.1
Maine Pyar Kiya,Hindi,1989,NR,184,7.3
Dil Aur Deewar,Hindi,1978,All,156,0
Mukhtiar Chadha,Punjabi,2015,NR,114,4
The Bourne Supremacy,Hindi,2004,All,108,7.7
Hotel Coolgardie,English,2020,13+,57,6.9
Orange,Kannada,2018,13+,137,5.4
Swarag Narak,Hindi,1978,NR,158,0
Nenu Naa Rakshasi,Telugu,2011,13+,139,5
Boss - I love you,Telugu,2006,All,154,4.3
Chemical Hearts,English,2020,16+,93,6.2
Free Force: An Unauthorized Story On JAY-Z,English,2020,13+,24,0
Sherlock Holmes: A Game Of Shadows,English,2011,13+,128,7.5
Nadodi Mannan,Tamil,1999,NR,149,7.8
Jagaran,Bengali,1991,NR,90,0
Logan Lucky,English,2017,16+,118,7
Hemanter Pakhi,Bengali,2001,All,117,6.7
Durgamati - The Myth,Hindi,2020,16+,155,3.8
Slam Dunk Ernest,English,1995,13+,92,4.7
Anjaan,Hindi,None,NR,128,5
Abhimanyu,Malayalam,1991,18+,139,0
Mantra,English,2017,18+,90,5.3
Bodyguard,Hindi,2011,13+,125,4.6
Mayasala Manithan,Tamil,1992,NR,120,0
Underworld Rise of the Lycans,English,2009,18+,92,6.6
Maa Abbayi,Telugu,2017,13+,139,4.2
Mazha Peyyunnu Maddalam Kottunnu,Malayalam,1986,NR,130,7.3
Fantastic Mr. Fox,English,2009,13+,86,7.9
Aadai,Tamil,2019,18+,131,6.3
Mrs. Dalloway,English,1997,16+,97,6.6
Transformers,English,2007,13+,143,7
Parasite,Hindi,2019,18+,131,8.6
Battle Drone,Telugu,2018,16+,89,5.2
Krantikaal,Bengali,2019,13+,104,6.5
Doosara Aadmi,Hindi,1977,7+,143,7.1
Pure Punjabi,Punjabi,2012,13+,136,6.4
Aavishkar,Hindi,1974,All,101,7
The Caravan Film,English,2019,13+,105,9.4
Muhurtha Balam,Telugu,None,NR,136,0
Munna Mange Memsaab,Hindi,2014,NR,127,3.2
Teen Devian,Hindi,None,NR,121,6.9
Road To Sangam,Hindi,2010,All,137,7.4
Wass...up! Zindagi,Gujarati,2017,NR,140,7.8
Contract To Kill,Hindi,2016,13+,88,3.4
Family Business,English,1989,18+,113,7.4
Battleship,Hindi,2012,13+,131,5.8
Guess Who,English,2005,16+,105,5.9
Red Light Green Light,English,2019,13+,52,7
John Wick: Chapter 2,Telugu,2017,18+,122,7.5
Samadhan,Bengali,2018,13+,123,7.3
Chinna Vadhiyar,Tamil,1995,All,135,5.8
Sur : The Melody of Life,Hindi,2002,All,136,0
Shanti Nilayam,Tamil,1972,NR,144,6.9
Gowri Ganesha,Kannada,1991,NR,138,8.2
Donga Kollu,Telugu,1988,NR,98,6.5
Thilagavathi CBI,Tamil,1996,NR,139,0
Law (Telugu ),Telugu,2018,16+,129,5
Ond Chance Kodi,Kannada,2014,NR,142,0
Tu Tithe Asave,Marathi,2018,13+,128,5
Hadh Kar Di Aapne,Hindi,2000,All,134,5.3
Where is the Venkatalakshmi,Telugu,2019,13+,136,4.5
Kuththu,Tamil,2004,13+,153,5.3
Seethakoka Chiluka,Telugu,2006,NR,137,7.7
Vacancy,English,2007,18+,85,6.2
Badi Didi,Hindi,None,NR,156,4.4
Debar,Bengali,1991,NR,139,0
Be-Imaan,Hindi,1972,NR,133,6.9
The Smurfs 2,English,2013,7+,104,5.3
Chantabbai,Telugu,1986,All,133,8.2
Hum Pyar Tumhi Se Kar Baithe,Hindi,2002,All,137,5.8
Puthooramputhri Unniyarcha,Malayalam,2002,NR,115,3.2
Sita,Telugu,2019,13+,157,4.9
Shri Kanakamalaxmi Recording Dance Troupe,Telugu,1988,NR,127,7.6
Nainamma,Telugu,2003,NR,109,5.2
Fight to the Finish,Hindi,2016,13+,90,3.5
Falaknuma Das,Telugu,2019,18+,144,6.4
The Autobiography of Miss Jane Pittman,English,1974,13+,109,8
Aamdani Atthanni Kharcha Rupaiya,Hindi,2001,All,160,4.7
Sweetiee weds NRI,Hindi,2017,16+,116,3.4
Wild Guitar,English,None,13+,89,4.4
Bunohaansh,Bengali,2017,13+,135,0
Swarna Gowri,Kannada,1962,NR,157,0
The Legend of Tarzan,Telugu,2016,13+,109,6.2
Baishey Shravana,Bengali,2017,13+,81,7.8
Namadhu,Tamil,2016,All,137,7.7
Nammura Hammira,Kannada,1990,NR,109,0
Facing the Fat,English,2010,13+,88,5.4
Fever,Hindi,2016,18+,125,4.7
Jukti Takko Arr Gappo,Bengali,1997,NR,113,0
Iski Topi Uske Sarr,Hindi,1998,13+,129,4.5
Bruhaspathi,Kannada,2018,All,145,5
Bad Boys II,English,2003,13+,146,6.6
Darbar (Malayalam),Malayalam,2020,13+,158,6.1
Chutney,Hindi,2016,18+,16,7.8
Mechanic Ressurection,Telugu,2016,16+,94,5.7
Mad Max: Fury Road,Telugu,2015,18+,120,8.1
Swayamkrushi,Telugu,1987,NR,157,8.3
Viruthalam Pattu,Tamil,2015,NR,114,0
Chal Mere Bhai,Hindi,2000,All,132,4.7
Operation Red Sea,English,2018,18+,131,6.7
Paatti Sollai Thattathe,Tamil,1988,All,150,6.5
Benche Thakar Gaan,Bengali,2016,All,122,6.4
Bachna Ae Haseeno,Hindi,2008,13+,152,6.1
Sagarika - Bengali,Bengali,1998,NR,151,0
Nombarathi Poovu,Malayalam,1987,All,140,7.7
Betaab,Hindi,1983,13+,154,6.6
Loving Vincent,English,2017,13+,90,7.8
Naiyya,Hindi,1979,NR,116,6.8
Tell The World,English,2020,13+,46,0
Pygmies - The Children Of The Jungle,English,2019,13+,52,0
Sylvie's Love,English,2020,16+,116,6.7
Bloodshot,English,2020,13+,109,5.7
Bai Go Bai,Marathi,2015,13+,114,0
Rupantar,Bengali,2018,All,120,0
Agnee,Hindi,1988,NR,153,6.7
Biradari,Hindi,None,All,138,5.8
Winner,Telugu,2017,13+,149,4.6
Chhota Bheem Aur Hanuman,Hindi,2012,All,67,6.9
The Lost City of Z,Tamil,2017,13+,140,6.6
Bal Ganesh,Hindi,2007,All,102,6.9
Mera Saaya,Hindi,None,All,127,7.6
Valerian and the City of a Thousand Planets,Hindi,2017,16+,136,6.5
Albela,Hindi,None,NR,151,6.9
Pet Sematary (2019),English,2019,18+,100,5.7
Thiru Thiru,Tamil,2005,All,115,0
Richard Jewell,English,2019,18+,130,7.5
Swallows & Amazons,English,2017,7+,97,6.1
Debota,Bengali,1990,NR,136,0
Ab Tak Chhappan 2,Hindi,2015,13+,101,5.8
Chousar Firangi,Hindi,2019,13+,95,6.7
Kali Ghata - Kishore Sahu,Hindi,None,NR,145,0
The Clapper,English,2018,18+,90,5.1
Ratham,Telugu,2018,13+,132,5.8
Banjaran,Hindi,1991,All,145,5.7
Preethisi Nodu,Kannada,1981,NR,137,0
Dashing Detective,Hindi,2018,13+,144,7.5
Pata Nahi Par Bolna Hai,Hindi,2019,13+,52,6.6
Karthik Calling Karthik,Hindi,2010,13+,134,7.1
Underworld Rise of the Lycans,Hindi,2009,18+,92,6.6
Born To Race : Fast Track,English,2014,16+,97,5.3
Gorintaku,Telugu,2008,All,151,5.1
Hoyto Manush Noy,Bengali,2018,NR,92,5.4
A Kind of Murder,English,2016,18+,95,5.3
First Love Letter,Hindi,1991,All,163,4.9
Hell River,English,1978,16+,102,5.5
Mohabbat,Hindi,1997,All,151,6
Ghawre Bairey Aaj,Bengali,2020,13+,134,6.3
Madras Mutton Curry,Bengali,2020,13+,3,0
Shark Divers,English,2019,13+,91,7.9
300,Telugu,2007,18+,116,7.6
Mayer Ashirvad,Bengali,1982,NR,113,0
Haarjeet,Bengali,None,All,111,6.4
Stolen,Marathi,2014,18+,91,5.5
Khoj,Bengali,2017,13+,115,6.8
Parting Ways: An unauthorized story on life after the Beatles,English,2019,13+,51,0
Swartho,Bengali,2017,13+,137,7.5
Bobbyr Bondhura,Bengali,2019,13+,105,7.1
Sui Dhaaga - Made In India,Hindi,2018,7+,122,6.8
Gandhinagara,Kannada,1968,NR,164,8.1
Barkane,Bengali,2002,NR,153,0
Jumbo 2,Hindi,2011,All,89,6.7
Chirodini Tumi Je Amar - 2,Bengali,2017,13+,141,0
Contessa,Malayalam,2018,All,118,5.6
Indian,Malayalam,1996,NR,176,8.1
Pardesi,Hindi,None,NR,97,5.1
Sapath Nilam,Bengali,1972,NR,111,0
Sesh Anka,Bengali,1985,NR,125,8.2
Gammat Jammat,Marathi,1987,All,149,7.6
Maa - Bengali,Bengali,1983,NR,127,0
Kanyalu,Telugu,2001,NR,74,0
Wardat,Hindi,1981,NR,133,6.7
She's Out of My League,English,2010,13+,104,6.4
Pawn Sacrifice,English,2015,13+,110,7
Noor Jahan,Hindi,None,NR,130,5.3
Safe,Malayalam,2019,All,129,7.4
Majili,Telugu,2019,13+,151,7.2
Devudichina Bhartha,Telugu,None,NR,139,0
PADIKKADHAVAN,Tamil,1985,All,137,7.2
Kumbalangi Nights,Malayalam,2019,All,133,8.6
Njananu Party,Malayalam,2014,NR,97,0
Aawaz,Hindi,None,NR,121,5.1
Amit Sahni Ki List,Hindi,2014,13+,99,5.5
Govindudu Andarivadele,Telugu,2014,13+,148,5.6
Swapnajaal,Bengali,2020,13+,140,7.9
Ecofin,English,2020,13+,26,0
Shob Charitro Kalponik,Bengali,2009,All,97,6.8
Youth,Tamil,2002,All,169,5.6
2 Premi Premache,Marathi,2015,13+,95,4
Pita Maata Santan,Bengali,1997,NR,136,0
American Reunion ('12),Hindi,2012,18+,112,6.7
Immanuel,Malayalam,2013,All,139,6.8
Maya Mamata,Bengali,1993,NR,132,6.7
Dehraadun Diary,Hindi,2013,13+,103,5.8
One Way Ticket,Malayalam,2008,All,122,3.6
Kirpaan  The Sword Of Honour,Punjabi,2014,All,131,6
I.M.A. Gujju,Gujarati,2018,13+,132,6.1
Vicky Dada,Hindi,1989,18+,122,7.3
Nikka Zaildar,Punjabi,2016,All,133,7.5
WRECKER (Driver from Hell),Telugu,2017,16+,73,3.4
Achanak,Hindi,1973,All,90,6.8
Jiboner Rong,Bengali,2013,13+,120,0
Yuddho (2005),Bengali,2017,13+,160,0
Nanna Nenu Naa Boyfriends,Telugu,2016,13+,132,4.7
Between Worlds,English,2018,18+,86,4.1
Art History,English,2011,NR,74,4.9
Kaali,Bengali,2018,13+,25,8.9
Superman Returns,English,2006,All,154,6
Krishna Rukmini,Kannada,1988,NR,130,0
Thugs Of Hindostan (Telugu),Telugu,2018,16+,164,0
The Lady Forgets,English,1989,16+,93,5.5
Undertrial,Hindi,2007,13+,140,6.7
"Nutcracker, The",English,1993,All,92,5.9
O Kadhal Kanmani,Tamil,2015,13+,133,7.4
Yeh To Kamaal Ho Gaya,Hindi,1982,NR,136,6.6
Jurassic Attack aka Rise of the Dinosaurs,Tamil,2016,16+,83,2.3
Manithan,Tamil,1987,All,139,6.5
Main Tulsi Tere Aangan Ki,Hindi,1978,All,147,6.7
Just My Luck,English,2006,All,102,5.4
Kummalam,Tamil,2002,13+,135,0
Fantastic Beasts and Where to Find Them,Tamil,2016,13+,132,7.3
Killing Them Softly,English,2012,18+,93,6.2
Ek Tha Sardaar,Hindi,2013,NR,111,0
Aate Di Chidi,Punjabi,2018,All,140,4.8
Pratipaksha,Bengali,1988,NR,108,6.9
Prehistoric Cabaret,English,2013,NR,10,5.7
Dosti,Hindi,None,NR,156,8.4
Crawl,English,2019,18+,87,6.1
Namte Namte,Bengali,2020,13+,115,6.5
Upahar,Bengali,None,NR,121,6.8
Kollek,English,1995,18+,55,5.9
Pepper Chicken Fry,Bengali,2020,13+,3,0
Sinbad - The Fifth Voyage,Hindi,2014,NR,73,0
The Dark Knight Rises,Hindi,2012,13+,164,8.4
Anuraag,Hindi,1972,All,125,6.8
Photograph,Hindi,2019,13+,108,6.8
Bicycle Kick,Bengali,2018,13+,108,0
Harry Potter and the Order of the Phoenix,English,2007,13+,138,7.5
Ninnishtam Ennishtam,Malayalam,1986,NR,125,6.5
Aatma Bandhuvu,Telugu,None,All,157,7.2
Brothers,Hindi,2015,13+,155,6.5
PIRANHA 3DD,Tamil,2012,18+,79,3.7
Warning,Hindi,2013,NR,107,0
The Adventures of Tintin,Tamil,2011,7+,106,7.3
Amrutham Chandamama Lo,Telugu,2014,All,139,7
Passenger,Malayalam,2009,All,117,7.5
Jiban Kahini,Bengali,None,NR,125,7.5
The Raid: Redemption,English,2012,18+,97,7.6
Norm Of The North,Telugu,2016,7+,86,3.4
Bus Stop,Marathi,2017,13+,130,4.8
"I, Me aur Main",Hindi,2013,13+,98,4.6
Legend,English,1985,13+,93,6.5
Aerial New Zealand,English,2017,NR,44,8
Dekha,Bengali,2000,All,123,7.3
Gentleman,Telugu,1993,NR,151,7.1
Bagavathi,Tamil,2002,18+,164,5
Rupiya Ni Rani Ne Dolariyo Raja,Gujarati,2013,All,130,0
Dil Kya Kare,Hindi,1999,13+,153,5.1
Carl's Car Wash 2,English,2019,All,84,5.9
Ye Mantram Vesave,Tamil,2018,All,122,3.9
Hullor,Bengali,2020,All,125,3.8
Kanne Veta,Telugu,1993,NR,91,0
Thayai Katha Thanayan,Tamil,1962,NR,143,6.9
Daddy's Home,English,2015,13+,96,6.2
Agni Puthri,Malayalam,2017,NR,126,0
Spandan What Is Relationship,Marathi,2017,13+,141,6.2
Amrutha,Telugu,2002,All,136,0
Thiramai,Tamil,1985,NR,148,0
Omo Child,English,2019,13+,58,0
Hostile Border,English,2016,18+,83,5.5
Prem Joyare,Bengali,1991,NR,141,0
Sathi,Bengali,2017,13+,149,7.2
Game,Bengali,2017,13+,160,0
Best Actor,Malayalam,2010,NR,134,7
Chota Sipahi,Hindi,2004,All,82,7.8
Mithun,Marathi,2018,NR,133,6.4
Dastan,Hindi,None,NR,121,6.8
"Trikal (Past, Present, Future)",Hindi,1985,All,134,7
Bhuvan Shome,Hindi,None,All,86,7.5
Maan Maryada - Bengali,Bengali,1991,NR,137,0
Seethakaththi,Telugu,2018,All,171,7
Mission: Impossible Ghost Protocol,Tamil,2011,13+,132,7.4
Three Cheers for the Whale,English,1972,NR,17,7
Pooja,Kannada,1995,NR,124,5.1
Hawaa,Telugu,2019,13+,103,7
That Man In The Picture,Hindi,2019,NR,19,0
Golmaal Govindam,Telugu,1992,All,122,7.3
Ganga,Bengali,None,All,120,0
Monte Carlo,English,2011,7+,108,5.8
City of bazar,Bengali,2019,13+,2,0
Sorgam,Tamil,1970,All,160,6.4
Streetkids United II – the Girls from Rio,English,2020,13+,77,0
The Killing of A Sacred Deer,English,2017,18+,121,7
Ernest in the Army,English,1998,13+,85,4.7
SkyBound,Gujarati,2017,16+,81,4.7
Anokha Aspatal,Hindi,1989,All,91,6.8
Basant Bahar,Hindi,None,NR,139,7.1
Mirchi,Telugu,2013,18+,160,7.2
Chupi Chupi Ashey,Bengali,None,NR,117,6.6
Charmurti,Bengali,2017,13+,118,7.1
Bisorjon,Bengali,2018,13+,137,7.8
Sabar Oparey,Bengali,2017,13+,150,0
Paheli - Satyajeet,Hindi,1977,All,131,7.6
Witness,Tamil,1995,NR,108,7.4
Jaan To Pyara,Punjabi,2020,13+,135,3.5
Adhikar,Hindi,None,NR,126,6
Devi,Bengali,2017,18+,110,4.9
Ra.One,Hindi,2011,NR,155,4.7
Mirza Ghalib,Hindi,None,NR,138,9.4
Kadaisi Bench Karthi (Tamil),Tamil,2017,18+,119,4
Mama,English,2013,18+,99,6.2
Mangal Pandey,Hindi,2005,All,145,6.6
"20,000 Leagues Under the Sea",English,2012,7+,73,5.8
Unda,Malayalam,2019,All,128,7.9
Gumrah,Hindi,None,All,149,7
Rudra: Trapped In Mirror World,Hindi,2020,7+,46,0
Yaari Dosti,Marathi,2016,13+,127,6.2
Methi Ke Laddoo,Hindi,2017,All,7,0
Bhatukali,Marathi,2014,All,108,7.4
Irada,Hindi,2017,13+,103,6.3
XXX: State of the Union,English,2005,16+,100,4.5
Jeevanadi,Kannada,1996,NR,135,0
Taqdeerwala,Hindi,1995,All,161,6.6
Ek Je Chhilo Desh,Bengali,1976,All,109,8
Navvandi Lavvandi,Telugu,1998,NR,146,0
Jurassic Park,English,1993,13+,126,8.1
Crank: High Voltage aka Crank 2,Hindi,2009,18+,91,6.2
Tora Tora,Kannada,2017,All,118,7.4
Pinkfong and Baby Shark's Space Adventure,English,2019,All,65,4.8
Fakta Ladh Mhana,Marathi,2011,13+,150,6.4
Ganesha Subramanya,Kannada,1992,NR,141,0
The Mechanic,English,2011,18+,88,6.6
Mr. X in Bombay,Hindi,None,NR,126,6.3
Goon,English,2011,18+,87,6.8
Judgement,Marathi,2019,13+,129,5.8
"Raat Gayi, Baat Gayi?",Hindi,2009,18+,103,6.3
Dennis Rodman’s Big Bang in Pyongyang,English,2019,13+,57,0
Aamar Bhuban,Bengali,2017,13+,102,0
1920 London,Hindi,2016,18+,105,4.1
Maska,Telugu,2009,NR,149,0
Janaki Nayakan,Malayalam,2020,13+,154,4.9
Dilwaala,Hindi,1986,13+,161,3.8
Naani,Kannada,2016,18+,136,5.1
Raja darbar,Telugu,1997,NR,127,0
22 Female Kottayam,Malayalam,2012,13+,123,7.4
Sasirekha Parinayam,Telugu,2009,All,162,5.3
Adrushtavantha,Kannada,1982,NR,156,5.9
Kickboxer Vengeance,English,2016,18+,90,4.9
The Taking of Tiger Mountain,Hindi,2014,18+,137,6.4
Blue Whale,Bengali,2018,13+,13,6.1
Porinju Mariam Jose,Malayalam,2019,13+,148,6.9
Alidu Ulidavaru,Kannada,2019,13+,119,6.5
Easy Chicken Gravy,Bengali,2020,13+,4,0
Thaniyavarthanam,Malayalam,1987,NR,119,8.7
Chhota Chetan,Hindi,1998,All,103,5.7
Champion Thomas,Malayalam,1990,NR,107,5.6
Mama Square,Bengali,2017,13+,114,0
Appunni,Malayalam,1984,NR,116,7
Prem Qaidi,Hindi,1991,All,156,2.2
Su Su Sudhi Vathmeekam,Malayalam,2015,All,126,7.7
Down a Dark Hall,English,2018,13+,96,5.1
The Forbidden Kingdom,Telugu,2008,13+,100,6.6
Bornoporichoy,Bengali,2019,13+,102,5.3
Ayogya (Malayalam),Malayalam,2019,13+,148,6.1
Anaganaga Oka Roju,Telugu,1997,NR,116,7.1
Maara (Kannada),Kannada,2021,13+,149,0
Ab Bas,Hindi,2004,18+,138,3.4
Jamba Lakidi Pamba,Telugu,2018,13+,136,6.5
Once Upon a Time in Venice,English,2017,18+,94,5.3
Shakuntala Devi,Hindi,2020,13+,127,6.1
Bad Boys for Life,Telugu,2020,18+,123,6.6
Ansuni - Manali to Khardung La Cycling Expedition,English,2020,13+,45,0
The Bumble Nums - Season 1,English,2017,All,57,6.9
Interview,Bengali,2017,13+,80,0
Atlanta's Stage,English,2020,13+,26,0
Ted,Hindi,2012,18+,105,6.9
Gurkha (Hindi),Hindi,2020,All,130,0
Ashtawakra,Marathi,2018,13+,113,0
Bapi Bari Ja,Bengali,2017,13+,116,0
Pandavas - The Five Warriors,Hindi,2000,All,85,4.4
The Warrior's Way,Hindi,2010,18+,96,6.3
Batti Gul Powerful,Marathi,2008,All,122,0
Kunjattakilikal,Malayalam,1986,NR,120,6.9
Jawaani Jaaneman,Hindi,2020,13+,116,6.6
Jaya Janaki Nayaka,Telugu,2017,13+,145,5.2
Bal Ganesh 3 (Telugu),Telugu,2015,All,68,0
Yeh Jawaani Hai Deewani,Hindi,2013,13+,160,7.1
Posto,Bengali,2017,13+,145,7.5
Targa Tasmania,English,2020,13+,43,0
World War Z,Tamil,2013,13+,116,7
Ashani Sanket,Bengali,2017,13+,96,0
Oka Laila Kosam,Telugu,2014,13+,145,6
Brindha,Malayalam,2015,NR,130,0
My Dear Tiger,Kannada,1998,NR,124,0
Distant Justice,English,1992,18+,95,4.9
Chiriakhana,Bengali,2017,13+,121,7.3
Mrs. Sanyal,Bengali,2019,13+,21,0
Chashme Buddoor,Hindi,1981,All,133,8
The Ninth Gate,English,1999,18+,133,6.7
Stay,English,2005,18+,98,6.8
Devdas - 1935,Hindi,None,NR,131,0
Bachchan,Bengali,2014,13+,141,5.4
Anutap,Bengali,1992,NR,146,6.6
Rudhra,Tamil,1991,NR,124,5.9
Fidaa (Hindi),Hindi,2018,All,122,7.5
Byomkesh Gowtro,Bengali,2019,13+,132,0
Mad Max: Fury Road,English,2015,18+,120,8.1
My Bloody Valentine,English,2009,18+,101,5.4
Inside Serial Killers Bonnie and Clyde - Murderous Minds,English,2020,13+,90,0
Killer,Telugu,1992,All,157,7.8
Komal Gandhar,Bengali,2019,13+,119,0
How to Train Your Dragon 2,English,2014,All,101,7.8
Simran,Hindi,2017,13+,124,5.1
Justice League,English,2017,13+,119,6.3
The Lost City of Z,Telugu,2017,13+,140,6.6
Roja,Tamil,1992,All,139,8.2
The Wretched,English,2020,18+,95,5.8
Petromax,Telugu,2019,13+,125,5.4
Mandi,Hindi,1983,18+,155,7.6
En Kadhali Scene Podura,Tamil,2019,All,114,2.6
Chitrangada - The Crowning Wish,Bengali,2017,13+,130,6.3
War (Tamil),Tamil,2019,13+,151,6.5
The Wave,English,2015,18+,105,6.7
Bibaha Bibhrat,Bengali,None,NR,117,7.4
Okka Ammayi Thappa,Telugu,2016,All,132,5.8
The Expendables,Telugu,2010,18+,99,6.5
Aastha,Bengali,2018,13+,15,0
Gosht Lagna Nantarchi,Marathi,2009,All,114,5.8
Zulfiqar,Bengali,2017,13+,137,5.7
Pushing Tin,English,1999,18+,123,6
Hastil Tyache Daat Distil,Marathi,2009,All,130,0
Talaash,Hindi,2012,13+,140,7.2
The Hangover - Part III,English,2013,18+,100,5.8
Muklawa,Punjabi,2019,13+,111,6
Saatchya Aat Gharat,Marathi,2004,13+,145,7.1
Dasara Bullodu,Telugu,1971,All,160,7.5
Indrana Gedda Narendra,Kannada,1994,NR,104,0
Nenjamundu Nermaiyundu Odu Raja,Tamil,2019,All,117,6
Jhoom Barabar Jhoom,Hindi,2007,13+,131,3.7
Arjun Reddy,Telugu,2017,13+,182,8.1
Jannat-E-Milan,Hindi,2018,NR,112,0
Sicario,English,2015,18+,116,7.6
Won't Back Down,English,2012,13+,120,6.5
Chor Bazaari - Ek Atrangi Prem Kahani,Hindi,2015,NR,108,0
Raju Bajrangi,Hindi,2017,NR,95,0
Phir Hera Pheri,Hindi,2006,All,150,6.9
Simha Swapnam,Telugu,1981,NR,113,0
Ghar Ek Mandir,Hindi,1984,NR,155,5.3
Devadoothan,Malayalam,2000,13+,166,7.5
Arunaraga,Kannada,1986,NR,148,0
Hellboy II: The Golden Army,English,2008,16+,119,7
Ugly Aur Pagli,Hindi,2008,13+,114,3.7
Vaah! Life Ho Toh Aisi!,Hindi,2005,All,136,4.5
Hrid Majharey,Bengali,2017,13+,116,0
Lekhayude Maranam Oru Flashback,Malayalam,1983,NR,120,7.5
Krishnakanter Will,Bengali,2020,13+,137,7.6
Dabangg 3 (Tamil),Tamil,2019,16+,148,3.2
Vettaikkaran,Tamil,1964,NR,157,4.8
Kismat Ka Khel,Hindi,None,NR,137,0
Ithaca,English,2016,13+,89,5.5
Sharafat Gayi Tel Lene,Hindi,2015,13+,102,4.9
IT,English,2017,18+,134,7.3
Gentleman,Tamil,1993,All,160,7.9
Paarthal Pasu,Tamil,1981,NR,123,0
19 and Homeless,English,2020,13+,84,0
Thiri,Tamil,2017,All,130,5.3
Vietnam_Colony,Malayalam,1992,All,146,7.8
Aai No.1,Marathi,2007,All,150,7.3
Rudra: Secret Of The Black Moon,Hindi,2020,7+,87,0
Rachayitha,Telugu,2018,18+,128,7.2
Guru Sishyaru,Kannada,1981,NR,148,2.7
Garh Nasimpur,Bengali,None,NR,103,0
Je Jon Thake Majhkhane,Bengali,2006,NR,124,5.6
Nishi Trishna,Bengali,1989,NR,102,5.9
Police Papanna,Kannada,1984,NR,117,0
One Night Stand,Tamil,2016,18+,97,3.1
Uyarndha Ullam,Tamil,1985,All,144,7.3
Pachani Kapuram,Telugu,1985,NR,137,5.8
Mosquitoes on the rise,English,2020,13+,52,0
Prema Sallapam - Malayalam,Malayalam,2002,NR,78,0
Ennodu Vilayadu,Tamil,2017,All,110,5.6
Vallah Kya Baat Hai,Hindi,None,NR,135,7
K.G.F: Chapter 1 (Telugu),Telugu,2018,13+,154,8.2
Drag Me To Hell,English,2009,18+,98,6.5
Aliens vs Avatars,Telugu,2011,NR,78,1.5
Nagar Darpane,Bengali,1975,NR,114,7.5
Baghban,Hindi,2003,All,167,7.4
It Had to Be You,English,2016,18+,80,5.5
Sri Bharatha Baahubali,Kannada,2020,13+,161,8.5
Satru Mitra,Bengali,1992,NR,155,6.7
Almost Sunrise,English,2019,13+,92,7.7
Mahasakthi Mariamman,Tamil,1986,NR,149,0
Jalsa,Telugu,2001,NR,77,7.3
Manush Manusher Janya,Bengali,2017,13+,127,0
IT,Telugu,2017,18+,134,7.3
